coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
18.20933723,19.26199341,-11.46210575,18.32198334,249.6544647,-43.2416954,131.880722,21.07531548,18.41742516,22.84032631,103.3696518,13
18.21512604,19.18936729,-11.40736103,18.3200531,249.3121643,-42.98666382,131.1813965,21.07788086,18.38988686,22.67097092,102.8179016,13
18.35274124,19.09667778,0.792796791,18.28990555,-0.002166955,-1.997018456,1.094085336,21.08103943,18.33503532,22.74797058,0.21569474,13
18.22008133,19.29240227,-11.47528839,18.31332016,249.7513123,-43.31941986,132.089325,21.08125114,18.42585564,22.88954735,103.539772,13
18.39284515,19.747715,-11.52204037,18.35908318,250.0119019,-43.50751114,132.6045837,21.08442879,18.44715118,23.03988266,104.0086136,13
18.35944939,19.09334373,0.779515266,18.27124786,0.000308577,-1.991264224,1.094830751,21.08604431,18.33812332,22.65589714,0.19908613,13
18.36860657,19.10223389,0.840976298,18.27573586,0.002829454,-1.995441198,1.093334913,21.08892822,18.33062172,22.66914177,0.231475934,13
18.36021423,19.63708496,-11.52066231,18.34524536,249.9536896,-43.49192047,132.5669098,21.091362,18.40452957,23.02159691,103.975441,13
18.33440208,19.57904816,-11.51791477,18.34800529,249.9633179,-43.48664093,132.5465088,21.09200478,18.38875771,23.01276588,103.9572525,13
18.39692497,19.68426323,-11.52513027,18.34890556,250.0019073,-43.50324631,132.5915985,21.09267616,18.41205978,23.03318214,104.0030594,13
18.40044975,19.72370338,-11.52502537,18.33984756,249.9656067,-43.50353622,132.5992432,21.09349632,18.42793274,23.02210808,104.0042877,13
18.22526169,19.35967827,-11.48727894,18.32354164,249.790451,-43.37181854,132.2398071,21.09443092,18.42943192,22.95335007,103.6608887,13
18.37218475,19.76716805,-11.52711964,18.35559273,250.0005188,-43.50916672,132.6080627,21.09471321,18.45346451,23.07637405,104.0093689,13
18.38233376,19.66387939,-11.5222683,18.34914398,249.9759369,-43.49834824,132.5814819,21.09518623,18.42270088,23.03148079,103.9963226,13
18.23538399,19.8472023,-11.51955605,18.46459579,249.9777222,-43.51038742,132.6178131,21.09583092,18.48122597,22.90781593,104.005722,13
18.31277084,19.84936333,-11.5245142,18.52229691,249.9873199,-43.51052094,132.6178436,21.09710693,18.46648979,22.99337387,104.0260315,13
18.38248825,19.85045052,-11.53024387,18.75777435,249.9911499,-43.51100159,132.6182709,21.09830666,18.51109123,23.09285927,104.020462,13
18.22798157,19.84584999,-11.52397919,18.49277306,250.0216064,-43.51284409,132.6171265,21.09830856,18.48510361,22.93979073,104.0037918,13
18.34404755,19.84972,-11.52715397,18.59692001,250.0174866,-43.51247406,132.6179352,21.09853935,18.47144699,23.01264763,104.0249329,13
18.35974884,19.84997559,-11.52485752,18.60117912,250.0101166,-43.51279831,132.6175385,21.09897232,18.47351265,23.03563499,104.0223846,13
18.30988312,19.5423317,-11.51521397,18.33320045,249.9588165,-43.47541046,132.5181885,21.10046959,18.40125847,23.01421547,103.9259949,13
18.36615372,19.86409187,-11.52679634,18.75018883,250.0104675,-43.51183319,132.6183014,21.10069847,18.53098679,23.07100105,104.0123291,13
18.25143814,19.84817123,-11.52239323,18.48083687,250.0107574,-43.51192474,132.6178131,21.10279274,18.45679474,22.91669464,104.0151291,13
18.23822784,19.38257408,-11.49756527,18.31403923,249.8651276,-43.41262436,132.3468933,21.1040554,18.40701103,22.98537636,103.7541656,13
18.28106689,19.84886551,-11.52088165,18.50211143,250.0111389,-43.51269913,132.6173859,21.10406303,18.45223045,22.95470428,104.0238266,13
18.2863903,19.53426552,-11.5097084,18.33761024,249.9006348,-43.45959473,132.4789581,21.10447884,18.41241455,23.00803185,103.8874207,13
18.22521019,19.84396362,-11.52420425,18.47351074,250.0052643,-43.51178741,132.617218,21.10457802,18.48591232,22.99155426,104.0103149,13
18.39829826,19.85038376,-11.52790642,18.6593132,250.0024567,-43.51262283,132.6177673,21.10482979,18.48332596,23.09963417,104.0194855,13
18.26325798,19.45175362,-11.49866486,18.32279587,249.9016571,-43.44171524,132.4234772,21.10523605,18.40081596,22.9839592,103.8282471,13
18.33787346,19.78997421,-11.52965546,18.35362244,249.9684601,-43.50771713,132.6116333,21.10632324,18.45014954,23.09317398,104.0186157,13
18.39092064,19.85028839,-11.53129101,18.65787315,250.0115509,-43.51228333,132.6179657,21.10739326,18.47957993,23.0871563,104.0200272,13
18.37264824,19.85015869,-11.52644157,18.6370163,249.9802551,-43.51042557,132.6180725,21.10821533,18.48370934,23.06145287,104.0175095,13
18.31134033,19.80523682,-11.52498245,18.36259842,250.0064392,-43.51063156,132.6131134,21.10977936,18.46131516,23.10353088,104.0224991,13
18.34541893,19.87754822,-11.52385807,18.77947998,250.0141907,-43.51329422,132.6177673,21.11573029,18.51147842,23.0629425,104.0059433,13
18.28863716,19.81702232,-11.52467537,18.38071251,249.9971924,-43.51113129,132.6141357,21.11862183,18.46445656,23.11923599,104.0204239,13
18.26112747,19.82612038,-11.51959896,18.43899918,249.9823608,-43.50951385,132.6157379,21.12489128,18.48288155,23.12837219,104.0163651,13
18.22353172,19.84132957,-11.52368355,18.48373032,249.9855042,-43.51026917,132.6170349,21.12633514,18.4916935,23.03568268,104.0129852,13
18.3177948,19.86991501,-11.52561188,18.82072639,249.9754639,-43.51050186,132.6183014,21.12875748,18.52451134,23.03993797,104.0053864,13
18.2220993,19.83765411,-11.52335644,18.46106911,249.9962616,-43.51237106,132.6162415,21.12911606,18.49236298,23.07938576,104.008461,13
18.23512268,19.83252525,-11.51931286,18.44263268,250.0066681,-43.5113678,132.6161194,21.13218689,18.49292374,23.11981392,104.0100403,13
18.28735352,19.98678589,-11.52260494,18.80976486,250.0098267,-43.51218033,132.617981,21.14027405,18.53674316,23.01832008,104.0093155,13
18.44357491,21.62857437,-11.53054905,19.12437057,249.9990997,-43.51255417,132.6177216,21.14509201,18.65349197,22.94075394,104.0151291,13
18.41646194,21.70778465,-11.52846813,19.09486198,249.9694977,-43.5103035,132.6182251,21.14734077,18.66581917,22.80962372,104.009613,13
18.25445175,20.15761948,-11.52379227,18.83760262,250.0124054,-43.51268005,132.6177826,21.1509819,18.52910995,23.02263641,104.0077057,13
18.3237133,21.95416451,-11.53155422,19.14190865,249.9831543,-43.51052856,132.6181335,21.15248489,18.67131615,22.75893021,104.0057602,13
18.38652992,21.81085396,-11.52910423,19.13159752,250.0102692,-43.51231384,132.6177826,21.15282631,18.68140602,22.74186897,104.0035553,13
18.23607445,20.20669937,-11.52550125,18.8247509,249.9776611,-43.5103035,132.6182098,21.15327835,18.50916862,23.02829742,104.000145,13
18.44470215,21.56749344,-11.52631569,19.06727219,249.997757,-43.51184464,132.6180115,21.15489578,18.63898087,23.02110672,104.0070419,13
18.23888016,20.35472298,-11.5221777,18.85412979,250.0125732,-43.51231384,132.6180878,21.15504265,18.51224518,23.03668976,103.9960175,13
18.35142517,21.85826302,-11.53129005,19.15502548,249.9945374,-43.51229477,132.6178436,21.15717125,18.67328072,22.74812126,104.0026093,13
18.29321861,22.02953911,-11.53126144,19.17784882,249.9978485,-43.51199722,132.6179199,21.15751648,18.66990852,22.73465538,104.0076141,13
18.27373886,22.0177803,-11.53114223,19.17755508,250.0137024,-43.51330948,132.6174011,21.15879822,18.68433571,22.68986893,104.0126724,13
18.24070549,20.44547272,-11.52094173,18.88000298,249.9956207,-43.51231003,132.6175079,21.16286659,18.5163784,23.03168297,103.9877014,13
18.26274681,22.07463264,-11.53000736,19.20821381,249.9823608,-43.51039505,132.6183167,21.16297531,18.6811676,22.70030403,104.0131302,13
18.41975975,21.46289444,-11.52393627,19.03470802,249.9723969,-43.51041412,132.6183014,21.16464806,18.64026833,23.04548264,104.011734,13
18.37116051,21.42072487,-11.52239418,18.97880936,250.0114899,-43.51200104,132.6179047,21.16486359,18.62121201,23.04085541,104.0048676,13
18.71597862,20.68568611,-122.1545486,19.11184502,4499.015625,-189.4496765,83.63972473,21.16488457,18.77673531,19.539711,80.06158447,21
18.24842072,20.76268387,-11.53263569,18.87181473,250.0025024,-43.51276779,132.6178894,21.16497231,18.54249954,23.0243969,103.987175,13
18.24089432,20.65868568,-11.52490616,18.90597725,250.0111084,-43.51213455,132.6181488,21.16744614,18.53927422,23.01332855,103.985466,13
18.26499939,20.79509544,-11.53234291,18.9042511,249.9922638,-43.51041031,132.6182098,21.16775131,18.57374954,23.03231812,103.9895401,13
18.29363823,20.97714615,-11.52959538,18.94871521,250.000946,-43.51197052,132.6180725,21.16832161,18.60096359,23.0342598,103.9834366,13
18.23830032,20.45092964,-11.52429581,18.87153244,249.9750366,-43.51031113,132.618042,21.17133331,18.53477478,23.02399063,103.9838943,13
18.32179832,21.1137352,-11.52640629,18.94584656,250.0139008,-43.51331711,132.6174316,21.17160416,18.58670044,23.03923607,103.9847183,13
18.346838,21.24902153,-11.52405453,18.99202538,249.9721069,-43.51016998,132.6184235,21.17471123,18.62085533,23.04288101,103.9933701,13
18.41866493,22.87352753,-11.52053547,19.49349785,250.0117798,-43.51212311,132.6179047,21.17508316,18.93639755,23.10908508,103.9929581,13
18.39378166,21.45926666,-11.52476501,19.00406837,250.0133362,-43.51335144,132.6176605,21.17716217,18.62725639,23.04223633,104.0065994,13
18.39902687,22.90570068,-11.52289772,19.48765373,250.0123596,-43.51300049,132.6173096,21.18076134,18.93509102,23.12777328,103.9857254,13
18.42138863,22.83878708,-11.52349186,19.44376373,249.982254,-43.51050949,132.6181183,21.18158722,18.89109802,23.08494377,103.9970932,13
18.3711338,22.97937012,-11.52413082,19.54327393,249.9879456,-43.5103569,132.618042,21.1832943,18.9621315,23.141819,103.9876022,13
18.24947166,22.14748764,-11.52630997,19.22632408,250.0181122,-43.5122261,132.6178741,21.18564606,18.68854332,22.7201004,104.0078583,13
18.41849327,22.68539619,-11.52259731,19.39437866,250.0063477,-43.51196671,132.6180573,21.18933678,18.85769463,23.0116787,103.9985428,13
18.3216877,22.45830727,-11.52213764,19.34132385,249.9806671,-43.51050949,132.6182861,21.1901226,18.78927422,22.92228699,103.9933395,13
18.69299316,20.97783661,-122.1482773,19.1429882,4499.287109,-189.2333832,83.60178375,21.1904335,18.77944756,19.50025177,80.03785706,21
18.24302673,22.18039703,-11.52489758,19.20746613,250.0049896,-43.51267242,132.617691,21.19178009,18.68997002,22.72465515,104.0032196,13
18.34148407,22.5365963,-11.52211475,19.32362938,250.006424,-43.51206207,132.6179199,21.19297409,18.80652046,22.93808174,103.9949188,13
18.25918961,22.26816559,-11.52666092,19.26919746,249.9792175,-43.51068497,132.6180878,21.19408035,18.72379112,22.75547791,104.0057068,13
18.38980484,22.66025543,-11.52252865,19.39294052,249.9897461,-43.51065445,132.6181335,21.19504929,18.81760979,22.9648838,103.9967194,13
18.42282867,22.72280693,-11.52248096,19.4282074,250.0089722,-43.51279449,132.6178436,21.19533539,18.8642292,23.05184364,103.9964142,13
18.28314209,22.34074783,-11.52571011,19.31342888,250.0101318,-43.51202393,132.617981,21.195961,18.73548508,22.82232857,104.0035934,13
18.30265045,22.36136246,-11.52180004,19.3229351,250.0070343,-43.51268387,132.617691,21.19838715,18.7409687,22.88768196,104.0037231,13
18.36384583,22.56931686,-11.52415848,19.36400795,249.9934998,-43.5126152,132.6175537,21.20091629,18.78993988,22.93930244,103.9881439,13
18.34053802,23.00908279,-11.52669048,19.55418968,250.0129852,-43.51195908,132.618042,21.20517159,18.98247147,23.15176773,103.9905777,13
18.67609406,21.32067108,-122.1258774,19.16300201,4499.484863,-189.1756287,83.57027435,21.20532036,18.80759621,19.46135521,80.01541138,21
21.19491577,19.5424881,2.488654137,18.71419334,-0.00629893,-1.994864821,1.095020413,21.21362305,19.1378231,18.97306633,0.633025885,32
21.11591339,19.5380764,1.778909683,18.71556282,16.32331467,-2.317867994,4.650867462,21.21375275,19.15265465,18.97985458,1.010762334,32
18.27697372,23.10222626,-11.5278511,19.61610985,250.0089417,-43.51238632,132.6178894,21.21441269,18.99839592,23.15092659,103.9920578,13
18.42333603,23.44047546,-11.52545643,19.78438568,249.9999847,-43.51210785,132.6176605,21.2152195,19.01794624,23.1260643,103.9875717,13
18.31690788,23.03232002,-11.52374744,19.56200981,250.0051117,-43.51233292,132.6177063,21.21564102,18.99222183,23.15816116,103.9842377,13
18.42441559,23.37052917,-11.52445984,19.77299118,250.0011597,-43.51177216,132.6177216,21.21688461,19.00221634,23.1483593,103.9802551,13
21.21448135,19.52222061,2.641718388,18.66940308,-0.001038849,-1.980472803,1.086417317,21.21689606,19.09176826,19.00117493,0.72463268,32
18.29811478,23.07068825,-11.52370453,19.61488152,249.9757385,-43.51023865,132.6180573,21.21711349,18.98570251,23.16112328,103.9863358,13
18.41753197,23.35552788,-11.52182007,19.75170326,249.9713745,-43.51027298,132.6178741,21.21739388,19.00853729,23.14034843,103.9772415,13
21.1960907,19.53297043,2.676198244,18.67254829,0.003512146,-1.984823704,1.089772701,21.21798706,19.10049438,18.98691368,0.737806439,32
21.21598053,19.54455757,2.576402187,18.70301819,-0.005885882,-1.991847396,1.094002485,21.2188015,19.12427521,18.97566032,0.666772783,32
18.39870262,23.34173012,-11.52029037,19.71930313,249.9979706,-43.51277161,132.6177216,21.21956825,19.0146656,23.12916756,103.9753189,13
21.19839096,19.5417881,2.648709297,18.68160629,-0.002317515,-1.990548491,1.090552807,21.22012711,19.11953545,18.98224449,0.71250397,32
18.26196098,23.15901566,-11.52895355,19.66483498,249.9885712,-43.51028442,132.6181793,21.22019577,19.00048828,23.08100128,104.0016174,13
21.21585846,19.51831055,2.553235531,18.65547943,0.001728656,-1.972103,1.080964804,21.22077751,19.08204842,19.02243423,0.649995625,32
21.18126106,19.54087639,2.406041861,18.59451103,-0.00149176,-1.892012,1.037028432,21.22094154,19.03551102,19.01207733,0.56504482,32
18.29887772,23.22904587,-11.5230217,19.67516899,250.0061188,-43.51198959,132.6177826,21.2211132,19.03717041,23.03608131,103.9825058,13
18.27172852,23.2013092,-11.52750397,19.67295647,250.0073853,-43.51229858,132.618042,21.22214508,19.03355408,23.02976799,103.9962006,13
21.17302132,19.53436279,2.380231619,18.5948925,-0.003471919,-1.922366023,1.054913759,21.22216606,19.05789185,19.0211525,0.548948944,32
21.39365578,19.52593803,2.011207104,18.58985329,0.00556162,-1.423747063,0.781086147,21.22240067,19.05189705,18.97205925,0.417595267,32
21.18754196,19.52211189,2.336509228,18.6131134,0.001394681,-1.944781303,1.06581068,21.22309113,19.06933594,19.02553177,0.516443133,32
21.19729996,19.52104187,2.424341202,18.63819695,0.005175336,-1.961173892,1.074215651,21.22329712,19.07163239,19.02809334,0.572074711,32
21.23077202,19.53277206,2.454361439,18.59431267,-0.004277416,-1.847198129,1.015442491,21.22468185,19.01153755,18.98660278,0.606859803,32
18.28520203,23.2191124,-11.52290154,19.64614677,249.9697266,-43.50999451,132.6177979,21.22485924,19.03847122,23.01951981,103.985672,13
18.26090813,23.17131042,-11.52748299,19.65383148,250.0023804,-43.51130295,132.6181335,21.22523689,19.01188469,23.04900932,103.9974136,13
18.26506996,23.13293839,-11.53119278,19.65460968,249.9955292,-43.51208878,132.6179352,21.22573853,19.00073814,23.12201691,103.9943771,13
18.34336472,23.3307972,-11.52652836,19.66007805,249.9822235,-43.51028824,132.6178284,21.22593498,19.00875854,23.08938789,103.9875717,13
18.65964699,21.69742966,-122.1487808,19.23061943,4499.620117,-188.9977722,83.56362915,21.22731781,18.85770416,19.46054649,79.96071625,21
18.43305016,23.45363045,-11.52130795,19.80026627,249.9920502,-43.51049805,132.6179047,21.2289772,19.03596878,23.07445717,103.9767075,13
21.33729935,19.52873039,2.247789145,18.59028053,0.007105602,-1.588072181,0.869595468,21.22955132,19.03642845,18.9798584,0.548192263,32
21.27131844,19.53351784,2.459967375,18.59321976,-0.00253487,-1.788638949,0.980436802,21.22991371,19.00553894,18.96734238,0.639898777,32
18.37515068,23.31262016,-11.52558231,19.71312714,250.0044556,-43.51196671,132.6178894,21.23052597,19.02456284,23.11281013,103.975647,13
18.31769943,23.29393578,-11.52558041,19.66412926,249.9984894,-43.51236343,132.6175995,21.23059082,19.00151062,23.05745316,103.9835663,13
21.29545975,19.53651047,2.405839682,18.59374619,0.001352732,-1.703101635,0.936638057,21.23218918,19.00789833,18.97402191,0.625411451,32
18.41954613,23.46714973,-11.52384853,19.80296516,249.9959412,-43.51180267,132.6179504,21.23358154,19.06817627,23.04087639,103.9785995,13
